source_code,source_concept_id,source_vocabulary_id,source_code_type,source_code_description,source_name_eng,target_concept_name,target_concept_code,target_concept_id,target_vocabulary_id,target_domain,target_concept_class_id,updated_date,valid_end_date
NHK26,0,None,ncsp,Hüppeliigese- või labajalaluu fenestratsioon võimulgustamine; muu tarsaalluu,Fenestration or forage of bone of ankle or foot; other tarsal bone,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK27,0,None,ncsp,Hüppeliigese- või labajalaluu fenestratsioon võimulgustamine; metatarsaalluu,Fenestration or forage of bone of ankle or foot; metatarsal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK28,0,None,ncsp,Hüppeliigese- või labajalaluu fenestratsioon võimulgustamine; varvas,Fenestration or forage of bone of ankle or foot; toe,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK29,0,None,ncsp,Hüppeliigese- või labajalaluu fenestratsioon võimulgustamine; muu või määratlemata,Fenestration or forage of bone of ankle or foot; other or unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK30,0,None,ncsp,Hüppeliigese- või labajalaluu tsüsti ekskohleatsioon; lateraalne malleolus,Curettage of cyst of bone of ankle or foot; lateral malleolus,Osteotomy of first metatarsal,302487002,4114794,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NHK30,0,None,ncsp,Hüppeliigese- või labajalaluu tsüsti ekskohleatsioon; lateraalne malleolus,Curettage of cyst of bone of ankle or foot; lateral malleolus,Rotational osteotomy of metatarsal,1067081000000108,42689686,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NHK31,0,None,ncsp,Hüppeliigese- või labajalaluu tsüsti ekskohleatsioon; mediaalne malleolus,Curettage of cyst of bone of ankle or foot; medial malleolus,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK32,0,None,ncsp,Hüppeliigese- või labajalaluu tsüsti ekskohleatsioon; mõlemad malleolused,Curettage of cyst of bone of ankle or foot; both malleoli,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK33,0,None,ncsp,Hüppeliigese- või labajalaluu tsüsti ekskohleatsioon; mõlemad malleolused ja sääreluu tagumine serv,Curettage of cyst of bone of ankle or foot; both malleoli and posterior margin,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK34,0,None,ncsp,Hüppeliigese- või labajalaluu tsüsti ekskohleatsioon; talus,Curettage of cyst of bone of ankle or foot; talus,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK35,0,None,ncsp,Hüppeliigese- või labajalaluu tsüsti ekskohleatsioon; calcaneus,Curettage of cyst of bone of ankle or foot; calcaneus,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK36,0,None,ncsp,Hüppeliigese- või labajalaluu tsüsti ekskohleatsioon; muu tarsaalluu,Curettage of cyst of bone of ankle or foot; other tarsal bone,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK37,0,None,ncsp,Hüppeliigese- või labajalaluu tsüsti ekskohleatsioon; metatarsaalluu,Curettage of cyst of bone of ankle or foot; metatarsal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK38,0,None,ncsp,Hüppeliigese- või labajalaluu tsüsti ekskohleatsioon; varvas,Curettage of cyst of bone of ankle or foot; toe,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK39,0,None,ncsp,Hüppeliigese- või labajalaluu tsüsti ekskohleatsioon; muu või määratlemata,Curettage of cyst of bone of ankle or foot; other or unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK40,0,None,ncsp,Hüppeliigese- või labajalaluu epifüsiodees; lateraalne malleolus,Epiphysiodesis of ankle or foot; lateral malleolus,Osteotomy of metatarsal,8508006,4224640,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NHK40,0,None,ncsp,Hüppeliigese- või labajalaluu epifüsiodees; lateraalne malleolus,Epiphysiodesis of ankle or foot; lateral malleolus,Osteotomy of tarsal,67950002,4194776,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NHK40,0,None,ncsp,Hüppeliigese- või labajalaluu epifüsiodees; lateraalne malleolus,Epiphysiodesis of ankle or foot; lateral malleolus,Rotational osteotomy of metatarsal,1067081000000108,42689686,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NHK41,0,None,ncsp,Hüppeliigese- või labajalaluu epifüsiodees; mediaalne malleolus,Epiphysiodesis of ankle or foot; medial malleolus,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK42,0,None,ncsp,Hüppeliigese- või labajalaluu epifüsiodees; mõlemad malleolused,Epiphysiodesis of ankle or foot; both malleoli,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK43,0,None,ncsp,Hüppeliigese- või labajalaluu epifüsiodees; mõlemad malleolused ja sääreluu tagumine serv,Epiphysiodesis of ankle or foot; both malleoli and posterior margin,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK44,0,None,ncsp,Hüppeliigese- või labajalaluu epifüsiodees; talus,Epiphysiodesis of ankle or foot; talus,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK45,0,None,ncsp,Hüppeliigese- või labajalaluu epifüsiodees; calcaneus,Epiphysiodesis of ankle or foot; calcaneus,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK46,0,None,ncsp,Hüppeliigese- või labajalaluu epifüsiodees; muu tarsaalluu,Epiphysiodesis of ankle or foot; other tarsal bone,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK47,0,None,ncsp,Hüppeliigese- või labajalaluu epifüsiodees; metatarsaalluu,Epiphysiodesis of ankle or foot; metatarsal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK48,0,None,ncsp,Hüppeliigese- või labajalaluu epifüsiodees; varvas,Epiphysiodesis of ankle or foot; toe,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK49,0,None,ncsp,Hüppeliigese- või labajalaluu epifüsiodees; muu või määratlemata,Epiphysiodesis of ankle or foot; other or unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK50,0,None,ncsp,"Hüppeliigese- või labajalaluu angulatsioon, rotatsioon või nihutus- osteotoomia; lateraalne malleolus","Angulation, rotation or displacement osteotomy of ankle or foot; lateral malleolus",,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK51,0,None,ncsp,"Hüppeliigese- või labajalaluu angulatsioon, rotatsioon või nihutus- osteotoomia; mediaalne malleolus","Angulation, rotation or displacement osteotomy of ankle or foot; medial malleolus",,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK52,0,None,ncsp,"Hüppeliigese- või labajalaluu angulatsioon, rotatsioon või nihutus- osteotoomia; mõlemad malleolused","Angulation, rotation or displacement osteotomy of ankle or foot; both malleoli",,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK53,0,None,ncsp,"Hüppeliigese- või labajalaluu angulatsioon, rotatsioon või nihutus- osteotoomia; mõlemad malleolused ja sääreluu tagumine serv","Angulation, rotation or displacement osteotomy of ankle or foot; both malleoli and posterior margin",,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK54,0,None,ncsp,"Hüppeliigese- või labajalaluu angulatsioon, rotatsioon või nihutus- osteotoomia; talus","Angulation, rotation or displacement osteotomy of ankle or foot; talus",,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK55,0,None,ncsp,"Hüppeliigese- või labajalaluu angulatsioon, rotatsioon või nihutus- osteotoomia; calcaneus","Angulation, rotation or displacement osteotomy of ankle or foot; calcaneus",,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK56,0,None,ncsp,"Hüppeliigese- või labajalaluu angulatsioon, rotatsioon või nihutus- osteotoomia; muu tarsaalluu","Angulation, rotation or displacement osteotomy of ankle or foot; other tarsal bone",,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK57,0,None,ncsp,"Hüppeliigese- või labajalaluu angulatsioon, rotatsioon või nihutus- osteotoomia; metatarsaalluu","Angulation, rotation or displacement osteotomy of ankle or foot; metatarsal",,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK58,0,None,ncsp,"Hüppeliigese- või labajalaluu angulatsioon, rotatsioon või nihutus- osteotoomia; varvas","Angulation, rotation or displacement osteotomy of ankle or foot; toe",,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK59,0,None,ncsp,"Hüppeliigese- või labajalaluu angulatsioon, rotatsioon või nihutus- osteotoomia; muu või määratlemata","Angulation, rotation or displacement osteotomy of ankle or foot; other or unspecified",,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK60,0,None,ncsp,Hüppeliigese- või labajalaluu lühendav või pikendav osteotoomia; lateraalne malleolus,Shortening or lengthening osteotomy of ankle or foot; lateral malleolus,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK61,0,None,ncsp,Hüppeliigese- või labajalaluu lühendav või pikendav osteotoomia; mediaalne malleolus,Shortening or lengthening osteotomy of ankle or foot; medial malleolus,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK62,0,None,ncsp,Hüppeliigese- või labajalaluu lühendav või pikendav osteotoomia; mõlemad malleolused,Shortening or lengthening osteotomy of ankle or foot; both malleoli,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK63,0,None,ncsp,Hüppeliigese- või labajalaluu lühendav või pikendav osteotoomia; mõlemad malleolused ja sääreluu tagumine serv,Shortening or lengthening osteotomy of ankle or foot; both malleoli and posterior margin,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK64,0,None,ncsp,Hüppeliigese- või labajalaluu lühendav või pikendav osteotoomia; talus,Shortening or lengthening osteotomy of ankle or foot; talus,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK65,0,None,ncsp,Hüppeliigese- või labajalaluu lühendav või pikendav osteotoomia; calcaneus,Shortening or lengthening osteotomy of ankle or foot; calcaneus,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK66,0,None,ncsp,Hüppeliigese- või labajalaluu lühendav või pikendav osteotoomia; muu tarsaalluu,Shortening or lengthening osteotomy of ankle or foot; other tarsal bone,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK67,0,None,ncsp,Hüppeliigese- või labajalaluu lühendav või pikendav osteotoomia; metatarsaalluu,Shortening or lengthening osteotomy of ankle or foot; metatarsal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK68,0,None,ncsp,Hüppeliigese- või labajalaluu lühendav või pikendav osteotoomia; varvas,Shortening or lengthening osteotomy of ankle or foot; toe,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK69,0,None,ncsp,Hüppeliigese- või labajalaluu lühendav või pikendav osteotoomia; muu või määratlemata,Shortening or lengthening osteotomy of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK70,0,None,ncsp,Hüppeliigese- või labajalaluu transport-operatsioon; lateraalne malleolus,Bone transport operation of ankle or foot; lateral malleolus,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK71,0,None,ncsp,Hüppeliigese- või labajalaluu transport-operatsioon; mediaalne malleolus,Bone transport operation of ankle or foot; medial malleolus,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK72,0,None,ncsp,Hüppeliigese- või labajalaluu transport-operatsioon; mõlemad malleolused,Bone transport operation of ankle or foot; both malleoli,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK73,0,None,ncsp,Hüppeliigese- või labajalaluu transport-operatsioon; mõlemad malleolused ja sääreluu tagumine serv,Bone transport operation of ankle or foot; both malleoli and posterior margin,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK74,0,None,ncsp,Hüppeliigese- või labajalaluu transport-operatsioon; talus,Bone transport operation of ankle or foot; talus,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK75,0,None,ncsp,Hüppeliigese- või labajalaluu transport-operatsioon; calcaneus,Bone transport operation of ankle or foot; calcaneus,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK76,0,None,ncsp,Hüppeliigese- või labajalaluu transport-operatsioon; muu tarsaalluu,Bone transport operation of ankle or foot; other tarsal bone,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK77,0,None,ncsp,Hüppeliigese- või labajalaluu transport-operatsioon; metatarsaalluu,Bone transport operation of ankle or foot; metatarsal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK78,0,None,ncsp,Hüppeliigese- või labajalaluu transport-operatsioon; varvas,Bone transport operation of ankle or foot; toe,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK79,0,None,ncsp,Hüppeliigese- või labajalaluu transport-operatsioon; muu või määratlemata,Bone transport operation of ankle or foot; other or unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK80,0,None,ncsp,Hüppeliigese- või labajalaluu epifüsaarplaadi distraktsioon-pikendamine; lateraalne malleolus,Traction lengthening of epiphyseal plate of ankle or foot; lateral malleolus,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK81,0,None,ncsp,Hüppeliigese- või labajalaluu epifüsaarplaadi distraktsioon-pikendamine; mediaalne malleolus,Traction lengthening of epiphyseal plate of ankle or foot; medial malleolus,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK82,0,None,ncsp,Hüppeliigese- või labajalaluu epifüsaarplaadi distraktsioon-pikendamine; mõlemad malleolused,Traction lengthening of epiphyseal plate of ankle or foot; both malleoli,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK83,0,None,ncsp,Hüppeliigese- või labajalaluu epifüsaarplaadi distraktsioon-pikendamine; mõlemad malleolused ja sääreluu tagumine serv,Traction lengthening of epiphyseal plate of ankle or foot; both malleoli and posterior margin,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK84,0,None,ncsp,Hüppeliigese- või labajalaluu epifüsaarplaadi distraktsioon-pikendamine; talus,Traction lengthening of epiphyseal plate of ankle or foot; talus,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK85,0,None,ncsp,Hüppeliigese- või labajalaluu epifüsaarplaadi distraktsioon-pikendamine; calcaneus,Traction lengthening of epiphyseal plate of ankle or foot; calcaneus,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK86,0,None,ncsp,Hüppeliigese- või labajalaluu epifüsaarplaadi distraktsioon-pikendamine; muu tarsaalluu,Traction lengthening of epiphyseal plate of ankle or foot; other tarsal bone,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK87,0,None,ncsp,Hüppeliigese- või labajalaluu epifüsaarplaadi distraktsioon-pikendamine; metatarsaalluu,Traction lengthening of epiphyseal plate of ankle or foot; metatarsal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK88,0,None,ncsp,Hüppeliigese- või labajalaluu epifüsaarplaadi distraktsioon-pikendamine; varvas,Traction lengthening of epiphyseal plate of ankle or foot; toe,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK89,0,None,ncsp,Hüppeliigese- või labajalaluu epifüsaarplaadi distraktsioon-pikendamine; muu või määratlemata,Traction lengthening of epiphyseal plate of ankle or foot; other or unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK90,0,None,ncsp,Muu operatsioon hüppeliigese- või labajalaluul; lateraalne malleolus,Other operation on bone of ankle or foot; lateral malleolus,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK91,0,None,ncsp,Muu operatsioon hüppeliigese- või labajalaluul; mediaalne malleolus,Other operation on bone of ankle or foot; medial malleolus,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK92,0,None,ncsp,Muu operatsioon hüppeliigese- või labajalaluul; mõlemad malleolused,Other operation on bone of ankle or foot; both malleoli,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK93,0,None,ncsp,Muu operatsioon hüppeliigese- või labajalaluul; mõlemad malleolused ja sääreluu tagumine serv,Other operation on bone of ankle or foot; both malleoli and posterior margin,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK94,0,None,ncsp,Muu operatsioon hüppeliigese- või labajalaluul; talus,Other operation on bone of ankle or foot; talus,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK95,0,None,ncsp,Muu operatsioon hüppeliigese- või labajalaluul; calcaneus,Other operation on bone of ankle or foot; calcaneus,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK96,0,None,ncsp,Muu operatsioon hüppeliigese- või labajalaluul; muu tarsaalluu,Other operation on bone of ankle or foot; other tarsal bone,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK97,0,None,ncsp,Muu operatsioon hüppeliigese- või labajalaluul; metatarsaalluu,Other operation on bone of ankle or foot; metatarsal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK98,0,None,ncsp,Muu operatsioon hüppeliigese- või labajalaluul; varvas,Other operation on bone of ankle or foot; toe,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHK99,0,None,ncsp,Muu operatsioon hüppeliigese- või labajalaluul; muu või määratlemata,Other operation on bone of ankle or foot; other or unspecified,Procedure on bone of foot,129207007,4044367,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NHL09,0,None,ncsp,Hüppeliigese piirkonna või labajala lihase vabastamine,Freeing of muscle of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHL19,0,None,ncsp,Hüppeliigese piirkonna või labajala lihase suturatsioon või plastiline korrektsioon,Suture or plastic repair of muscle of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHL29,0,None,ncsp,Hüppeliigese piirkonna või labajala lihase transpositsioon,Transposition of muscle of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHL39,0,None,ncsp,Hüppeliigese piirkonna või labajala lihase müotoomia või tenotoomia,Myotomy or tenotomy of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHL49,0,None,ncsp,Hüppeliigese piirkonna või labajala kõõluse suturatsioon või tagasikinnitamine,Suture or reinsertion of tendon of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHL59,0,None,ncsp,Hüppeliigese piirkonna või labajala tenolüüs või tenosünovektoomia,Tenolysis or tenosynovectomy of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHL69,0,None,ncsp,"Hüppeliigese piirkonna või labajala kõõluse tenodees, lühendamine või pikendamine","Tenodesis, shortening or lengthening of tendon of ankle or foot",,No matching concept,0,None,,,2024-06-04,2099-12-31
NHL79,0,None,ncsp,Labajala  või hüppeliigese lihase või  kõõluse ekstsisioon,Excision of muscle or tendon of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHL89,0,None,ncsp,Hüppeliigese piirkonna või labajala kõõluse transpositsioon,Transposition of tendon of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHL99,0,None,ncsp,Muu operatsioon hüppeliigese piirkonna või labajala lihasel või kõõlusel,Other operation on muscle or tendon of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHM09,0,None,ncsp,Hüppeliigese piirkonna või labajala fastsiotoomia,Fasciotomy of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHM19,0,None,ncsp,Hüppeliigese piirkonna või labajala fastsia osaline või täielik ekstsisioon,Partial or total excision of fascia of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHM29,0,None,ncsp,Hüppeliigese piirkonna või labajala fastsia suturatsioon,Suture of fascia of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHM39,0,None,ncsp,Hüppeliigese piirkonna või labajala sünoviaalganglioni ekstsisioon,Excision of synovial ganglion of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHM49,0,None,ncsp,Hüppeliigese piirkonna või labajala kõõlustupe tenolüüs,Discission of sheath of tendon of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHM59,0,None,ncsp,Hüppeliigese piirkonna või labajala kõõlustupe osaline ekstsisioon,Partial excision of sheath of tendon of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHM79,0,None,ncsp,Hüppeliigese piirkonna või labajala limapauna ekstsisioon,Excision of bursa of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHM99,0,None,ncsp,"Muu operatsioon hüppeliigese piirkonna või labajala fastsial, ganglionil, sünoviaaltupel või limapaunal","Other operation on fascia, ganglion, synovial sheath or bursa of ankle or foot",,No matching concept,0,None,,,2024-06-04,2099-12-31
NHN09,0,None,ncsp,Luu autotransplantaat hüppeliigese- või labajalaluule,Autograft of bone to ankle or foot,Autogenous bone graft,116371009,4020472,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NHN19,0,None,ncsp,Luu allotransplantaat hüppeliigese- või labajalaluule,Allograft of bone to ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHN29,0,None,ncsp,Luu ksenotransplantaat hüppeliigese- või labajalaluule,Xenograft of bone to ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHN39,0,None,ncsp,Kõõluse transplantatsioon hüppeliigese piirkonnas või labajalal,Transplantation of tendon to ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHN49,0,None,ncsp,"Kõhre, periosti või fastsia transplantatsioon hüppeliigese piirkonnas või labajalal","Transplantation of cartilage, periosteum or fascia to ankle or foot",,No matching concept,0,None,,,2024-06-04,2099-12-31
NHN99,0,None,ncsp,Muu transplantatsioon hüppeliigese piirkonnas või labajalal,Other transplantation in surgery of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHP09,0,None,ncsp,Varba replantatsioon,Replantation of toe,Reattachment of extremity of foot,2409007,4082191,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NHP19,0,None,ncsp,Varba autotransplantatsioon või transpositsioon,Autotransplantation or transposition of toe,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHP29,0,None,ncsp,Labajala replantatsioon,Replantation of foot,Replantation of foot,179994002,4078425,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NHP99,0,None,ncsp,Muu replantatsioon hüppeliigese piirkonnas või labajalal,Other replantation in ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ00,0,None,ncsp,Eksartikulatsioon hüppeliigesest või labajalaliigesest; talokruraal,Exarticulation of ankle or foot; talocrural,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ01,0,None,ncsp,Eksartikulatsioon hüppeliigesest või labajalaliigesest; talokruraal ja malleolused (Syme),Exarticulation of ankle or foot; talocrural and malleoli (syme),,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ02,0,None,ncsp,Eksartikulatsioon hüppeliigesest või labajalaliigesest; intertarsaal,Exarticulation of ankle or foot; intertarsal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ03,0,None,ncsp,Eksartikulatsioon hüppeliigesest või labajalaliigesest; tarsometatarsaal,Exarticulation of ankle or foot; tarsometatarsal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ04,0,None,ncsp,Eksartikulatsioon hüppeliigesest või labajalaliigesest; transmetatarsaal,Exarticulation of ankle or foot; transmetatarsal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ05,0,None,ncsp,Eksartikulatsioon hüppeliigesest või labajalaliigesest; metatarsofalangeaal,Exarticulation of ankle or foot; metatarsophalangeal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ07,0,None,ncsp,"Eksartikulatsioon hüppeliigesest või labajalaliigesest; varvas, osaliselt","Exarticulation of ankle or foot; toe, partial",,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ09,0,None,ncsp,Eksartikulatsioon hüppeliigesest või labajalaliigesest; muu või määratlemata,Exarticulation of ankle or foot; other or unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ10,0,None,ncsp,Hüppeliigese piirkonna või labajala amputatsioon; talokruraal,Amputation of ankle or foot; talocrural,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ11,0,None,ncsp,Hüppeliigese piirkonna või labajala amputatsioon; talokruraal ja malleolused (Syme),Exarticulation of ankle,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ12,0,None,ncsp,Hüppeliigese piirkonna või labajala amputatsioon; intertarsaal,Amputation of ankle,Amputation of ankle,397218006,4264289,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NHQ13,0,None,ncsp,Hüppeliigese piirkonna või labajala amputatsioon; tarsometatarsaal,Amputation of ankle or foot; tarsometatarsal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ14,0,None,ncsp,Hüppeliigese piirkonna või labajala amputatsioon; transmetatarsaal,Amputation of ankle or foot; transmetatarsal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ15,0,None,ncsp,Hüppeliigese piirkonna või labajala amputatsioon; metatarsofalangeaal,Amputation of ankle or foot; metatarsophalangeal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ17,0,None,ncsp,"Hüppeliigese piirkonna või labajala amputatsioon; varvas, osaliselt",Amputation of toe,Amputation of toe,371186005,4159766,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NHQ19,0,None,ncsp,Hüppeliigese piirkonna või labajala amputatsioon; muu või määratlemata,Amputation of ankle or foot; other or unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ20,0,None,ncsp,Hüppeliigese piirkonna või labajala amputatsiooni- või eksartikulatsiooniköndi revisioon; talokruraal,Revision of amputation or exarticulation stump of ankle or foot; talocrural,Amputation of ankle,397218006,4264289,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NHQ21,0,None,ncsp,Hüppeliigese piirkonna või labajala amputatsiooni- või eksartikulatsiooniköndi revisioon; talokruraal ja malleolused (Syme),Revision of amputation or exarticulation stump of ankle or foot; talocrural and malleoli (syme),,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ22,0,None,ncsp,Hüppeliigese piirkonna või labajala amputatsiooni- või eksartikulatsiooniköndi revisioon; intertarsaal,Revision of amputation or exarticulation stump of ankle or foot; intertarsal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ23,0,None,ncsp,Hüppeliigese piirkonna või labajala amputatsiooni- või eksartikulatsiooniköndi revisioon; tarsometatarsaal,Revision of amputation or exarticulation stump of ankle or foot; tarsometatarsal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ24,0,None,ncsp,Hüppeliigese piirkonna või labajala amputatsiooni- või eksartikulatsiooniköndi revisioon; transmetatarsaal,Revision of amputation or exarticulation stump of ankle or foot; transmetatarsal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ25,0,None,ncsp,Hüppeliigese piirkonna või labajala amputatsiooni- või eksartikulatsiooniköndi revisioon; metatarsofalangeaal,Revision of amputation or exarticulation stump of ankle or foot; metatarsophalangeal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ27,0,None,ncsp,"Hüppeliigese piirkonna või labajala amputatsiooni- või eksartikulatsiooniköndi revisioon; varvas, osaliselt","Revision of amputation or exarticulation stump of ankle or foot; toe, partial",,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ29,0,None,ncsp,Hüppeliigese piirkonna või labajala amputatsiooni- või eksartikulatsiooniköndi revisioon; muu või määratlemata,Revision of amputation or exarticulation stump of ankle or foot; other or unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ90,0,None,ncsp,Hüppeliigese piirkonna muu amputatsioon või sellega seotud operatsioon; talokruraal,Other amputation or related operation on ankle or foot; talocrural,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ91,0,None,ncsp,Hüppeliigese piirkonna muu amputatsioon või sellega seotud operatsioon; talokruraal ja malleolused (Syme),Other amputation or related operation on ankle or foot; talocrural and malleoli (syme),,No matching concept,0,None,,,2024-06-04,2099-12-31
